                  epoch,         train/box_loss,        train/pose_loss,        train/kobj_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(P),      metrics/recall(P),       metrics/mAP50(P),    metrics/mAP50-95(P),           val/box_loss,          val/pose_loss,          val/kobj_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     99,                0.14438,                0.81181,                0.10991,                0.12696,                0.90327,                0.99818,                      1,                  0.995,                0.99286,                0.99818,                      1,                  0.995,                0.87851,                0.19601,                0.57145,                 0.1105,                0.19742,                0.46643,              0.0016119,              0.0016119,              0.0016119
                    100,                0.14238,                0.86892,                0.10997,                0.12389,                0.89679,                0.99847,                      1,                  0.995,                0.99051,                0.99847,                      1,                  0.995,                0.86511,                0.20385,                0.63312,                0.11095,                 0.1785,                0.47359,               0.001608,               0.001608,               0.001608
                    101,                0.14007,                  0.696,                0.10673,                0.11722,                0.90094,                0.99847,                      1,                  0.995,                0.99378,                0.99847,                      1,                  0.995,                0.91037,                0.18911,                0.51952,                0.11031,                0.17542,                 0.4607,               0.001604,               0.001604,               0.001604
                    102,                0.13606,                0.69225,                0.10797,                0.12032,                 0.8951,                0.99713,                      1,                  0.995,                  0.995,                0.99713,                      1,                  0.995,                0.91198,                0.19508,                0.53576,                0.09752,                0.19483,                0.45659,                 0.0016,                 0.0016,                 0.0016
                    103,                0.14636,                0.70291,                0.10965,                0.13347,                0.90017,                0.99822,                      1,                  0.995,                0.98919,                0.99822,                      1,                  0.995,                0.87161,                  0.206,                0.67607,                0.11378,                0.18782,                0.45732,              0.0015961,              0.0015961,              0.0015961
                    104,                0.15274,                0.81488,                0.10936,                0.13829,                0.91366,                0.99849,                      1,                  0.995,                  0.995,                0.99849,                      1,                  0.995,                0.90033,                0.18818,                0.54155,                0.10464,                0.17909,                0.46728,              0.0015921,              0.0015921,              0.0015921
                    105,                0.13954,                0.73423,                0.11082,                0.13101,                0.90626,                0.99844,                      1,                  0.995,                0.98996,                0.99844,                      1,                  0.995,                0.85309,                0.20664,                0.66215,                0.11674,                0.29679,                0.49911,              0.0015882,              0.0015882,              0.0015882
                    106,                0.13774,                0.87847,                0.10818,                0.12614,                0.89997,                0.99838,                      1,                  0.995,                  0.995,                0.99838,                      1,                  0.995,                0.91151,                0.19977,                0.52825,                0.11816,                0.18724,                0.47125,              0.0015842,              0.0015842,              0.0015842
                    107,                0.13417,                0.80202,                0.10952,                0.12108,                0.90029,                0.99846,                      1,                  0.995,                  0.995,                0.99846,                      1,                  0.995,                0.91451,                0.19243,                0.59138,                0.10945,                0.19137,                0.46483,              0.0015802,              0.0015802,              0.0015802
                    108,                0.13447,                0.88367,                0.10712,                0.11898,                0.89985,                 0.9976,                      1,                  0.995,                0.99263,                 0.9976,                      1,                  0.995,                0.88172,                0.19286,                0.57413,                0.11651,                0.21237,                0.47268,              0.0015763,              0.0015763,              0.0015763
                    109,                 0.1319,                0.71935,                0.10893,                0.11937,                 0.9005,                0.99847,                      1,                  0.995,                0.99283,                0.99847,                      1,                  0.995,                0.84892,                0.21349,                0.64765,                0.11761,                0.18214,                0.48633,              0.0015723,              0.0015723,              0.0015723
                    110,                0.12649,                0.71815,                0.10867,                 0.1133,                0.89838,                0.99824,                      1,                  0.995,                  0.995,                0.99824,                      1,                  0.995,                0.89845,                0.19056,                0.52345,                 0.1173,                0.16332,                0.46419,              0.0015684,              0.0015684,              0.0015684
                    111,                0.13549,                0.69065,                0.11075,                0.11827,                0.89634,                0.99847,                      1,                  0.995,                0.99299,                0.99847,                      1,                  0.995,                0.87846,                0.20735,                0.52766,                0.11182,                0.24117,                0.47519,              0.0015644,              0.0015644,              0.0015644
                    112,                0.13877,                0.79949,                0.11349,                0.12315,                0.89995,                0.99838,                      1,                  0.995,                0.99361,                0.99838,                      1,                  0.995,                  0.857,                0.20005,                0.55848,                0.11846,                0.20032,                0.46858,              0.0015604,              0.0015604,              0.0015604
                    113,                0.13915,                0.70311,                  0.114,                0.12825,                0.90171,                0.99845,                      1,                  0.995,                0.99364,                0.99845,                      1,                  0.995,                0.90942,                0.20766,                0.48227,                0.11215,                0.19601,                 0.4705,              0.0015565,              0.0015565,              0.0015565
                    114,                0.13441,                0.64739,                0.10875,                0.12501,                0.90491,                 0.9985,                      1,                  0.995,                0.99252,                 0.9985,                      1,                  0.995,                0.91763,                0.19295,                0.47454,                0.10994,                0.17714,                0.45623,              0.0015525,              0.0015525,              0.0015525
                    115,                0.13802,                0.58427,                0.11106,                 0.1249,                0.89685,                0.99846,                      1,                  0.995,                0.99331,                0.99846,                      1,                  0.995,                0.89236,                 0.2006,                0.52506,                0.11653,                0.22869,                0.46013,              0.0015486,              0.0015486,              0.0015486
                    116,                0.14733,                0.65371,                0.11555,                0.12976,                0.90181,                0.99851,                      1,                  0.995,                0.99267,                0.99851,                      1,                  0.995,                0.90958,                0.18299,                0.47286,                0.10522,                0.18102,                0.44661,              0.0015446,              0.0015446,              0.0015446
                    117,                0.13643,                0.67846,                0.10861,                0.12874,                0.90928,                 0.9985,                      1,                  0.995,                0.99261,                 0.9985,                      1,                  0.995,                 0.8979,                0.32354,                0.53409,                0.11397,                0.38909,                0.61866,              0.0015406,              0.0015406,              0.0015406
                    118,                0.14318,                0.65444,                0.10766,                0.13328,                0.91809,                0.99848,                      1,                  0.995,                0.99283,                0.99848,                      1,                  0.995,                0.92233,                0.20213,                0.50624,                0.11129,                0.21572,                0.47104,              0.0015367,              0.0015367,              0.0015367
                    119,                0.14399,                0.65699,                0.11118,                0.12961,                0.89741,                      1,                0.99903,                  0.995,                  0.995,                      1,                0.99903,                  0.995,                 0.8751,                0.18947,                0.58557,                0.12358,                0.22074,                0.46136,              0.0015327,              0.0015327,              0.0015327
                    120,                0.13853,                0.70109,                0.10681,                0.12377,                0.89782,                0.99786,                      1,                  0.995,                  0.995,                0.99786,                      1,                  0.995,                0.88401,                0.18806,                0.53423,                0.12414,                0.18083,                0.45547,              0.0015288,              0.0015288,              0.0015288
                    121,                0.12795,                0.61003,                0.11025,                 0.1146,                0.89637,                0.99848,                      1,                  0.995,                0.99232,                0.99848,                      1,                  0.995,                0.92305,                0.20468,                0.43999,                 0.1102,                0.18704,                0.47837,              0.0015248,              0.0015248,              0.0015248
                    122,                0.13004,                0.62221,                0.11029,                0.11685,                0.88724,                0.99854,                      1,                  0.995,                0.99141,                0.99854,                      1,                  0.995,                0.90729,                0.21611,                 0.4658,                0.11175,                0.21121,                0.48464,              0.0015208,              0.0015208,              0.0015208
                    123,                0.13311,                0.67478,                0.10668,                0.12503,                 0.9053,                      1,                      1,                  0.995,                  0.995,                      1,                      1,                  0.995,                0.91197,                0.19093,                0.50947,                0.11314,                0.18886,                0.44639,              0.0015169,              0.0015169,              0.0015169
                    124,                 0.1357,                0.73831,                0.10628,                0.12115,                0.89829,                0.99857,                      1,                  0.995,                  0.995,                0.99857,                      1,                  0.995,                0.93811,                0.22904,                0.42134,                0.12144,                0.18095,                0.49213,              0.0015129,              0.0015129,              0.0015129
                    125,                0.13547,                0.72533,                0.10722,                0.12003,                0.90484,                      1,                      1,                  0.995,                 0.9939,                      1,                      1,                  0.995,                0.86858,                0.21128,                0.61548,                0.11486,                0.19826,                0.47194,               0.001509,               0.001509,               0.001509
                    126,                0.12549,                0.62114,                0.11023,                0.11235,                0.89248,                 0.9985,                      1,                  0.995,                0.99179,                 0.9985,                      1,                  0.995,                0.92479,                0.20849,                0.46312,                0.11407,                0.17866,                0.48076,               0.001505,               0.001505,               0.001505
                    127,                0.12358,                0.57649,                0.10669,                0.11404,                0.89966,                0.99274,                      1,                  0.995,                0.99378,                0.99274,                      1,                  0.995,                0.91604,                0.18986,                0.47494,                0.11851,                0.18962,                 0.4605,               0.001501,               0.001501,               0.001501
                    128,                 0.1308,                0.72675,                0.10952,                0.11247,                0.89348,                      1,                      1,                  0.995,                  0.995,                      1,                      1,                  0.995,                0.92425,                0.18858,                0.39871,                0.10826,                0.17764,                 0.4567,              0.0014971,              0.0014971,              0.0014971
                    129,                0.12314,                0.58715,                0.11025,                0.10975,                0.89288,                      1,                      1,                  0.995,                0.99399,                      1,                      1,                  0.995,                0.95497,                0.19087,                0.37155,                0.11185,                0.17439,                0.46243,              0.0014931,              0.0014931,              0.0014931
                    130,                0.11696,                0.59938,                0.10751,                0.10848,                  0.893,                0.99851,                      1,                  0.995,                  0.995,                0.99851,                      1,                  0.995,                0.93091,                0.17465,                0.42088,                0.10938,                0.18687,                0.43376,              0.0014892,              0.0014892,              0.0014892
                    131,                0.14084,                0.64449,                 0.1061,                0.12098,                0.90362,                      1,                      1,                  0.995,                0.99275,                      1,                      1,                  0.995,                 0.9364,                0.21982,                0.43496,                0.09777,                0.21981,                0.49084,              0.0014852,              0.0014852,              0.0014852
                    132,                0.13008,                0.65827,                0.10756,                0.11608,                0.89163,                 0.9985,                      1,                  0.995,                0.99018,                 0.9985,                      1,                  0.995,                0.93207,                0.20611,                0.41544,                0.11221,                0.18776,                0.46667,              0.0014812,              0.0014812,              0.0014812
                    133,                0.12757,                0.65628,                0.10653,                0.11519,                0.89793,                0.99902,                      1,                  0.995,                0.99069,                0.99902,                      1,                  0.995,                0.92053,                0.17212,                0.42393,                 0.1161,                0.20155,                0.43678,              0.0014773,              0.0014773,              0.0014773
                    134,                0.11995,                0.55946,                0.10708,                0.10778,                0.89518,                0.99851,                      1,                  0.995,                0.99078,                0.99851,                      1,                  0.995,                0.90341,                0.19582,                0.49245,                0.11017,                0.19519,                0.46673,              0.0014733,              0.0014733,              0.0014733
                    135,                  0.129,                0.60329,                0.11475,                0.11488,                0.89296,                0.99848,                      1,                  0.995,                0.99197,                0.99848,                      1,                  0.995,                0.91524,                0.19644,                0.44855,                0.10236,                0.16435,                0.46975,              0.0014694,              0.0014694,              0.0014694
                    136,                0.12633,                0.55407,                0.10485,                0.11429,                0.89926,                0.99777,                      1,                  0.995,                0.99096,                0.99777,                      1,                  0.995,                0.95277,                0.18907,                0.37273,                0.09945,                0.16258,                0.43765,              0.0014654,              0.0014654,              0.0014654
                    137,                0.12178,                0.47411,                0.10428,                0.11308,                0.89472,                0.99848,                      1,                  0.995,                0.99214,                0.99848,                      1,                  0.995,                 0.9349,                0.18049,                0.35503,                0.10938,                0.17921,                0.43434,              0.0014614,              0.0014614,              0.0014614
                    138,                0.12628,                0.53235,                0.10108,                0.11175,                0.89818,                 0.9985,                      1,                  0.995,                0.99051,                 0.9985,                      1,                  0.995,                0.95959,                0.20762,                0.35388,                0.10141,                 0.1888,                0.46146,              0.0014575,              0.0014575,              0.0014575
                    139,                0.13258,                0.54402,                0.10783,                0.11888,                0.88944,                 0.9985,                      1,                  0.995,                0.99176,                 0.9985,                      1,                  0.995,                0.94153,                0.19796,                 0.3753,                 0.1113,                0.21482,                0.46941,              0.0014535,              0.0014535,              0.0014535
                    140,                0.12528,                 0.6101,                0.10266,                0.11269,                0.89327,                 0.9985,                      1,                  0.995,                0.98939,                 0.9985,                      1,                  0.995,                 0.9271,                 0.1822,                0.41895,                0.10466,                0.18125,                 0.4557,              0.0014496,              0.0014496,              0.0014496
                    141,                0.12448,                0.59708,                0.10314,                0.11712,                0.89298,                0.99842,                      1,                  0.995,                  0.995,                0.99842,                      1,                  0.995,                0.94441,                0.19162,                0.36072,                0.11221,                 0.1743,                0.46154,              0.0014456,              0.0014456,              0.0014456
                    142,                0.12045,                0.53979,                0.10969,                0.11127,                0.88356,                 0.9985,                      1,                  0.995,                  0.995,                 0.9985,                      1,                  0.995,                0.95091,                 0.1751,                0.34893,                0.11038,                0.18081,                0.42585,              0.0014416,              0.0014416,              0.0014416
                    143,                0.12191,                0.49244,                0.10494,                0.11531,                0.89176,                0.99849,                      1,                  0.995,                  0.995,                0.99849,                      1,                  0.995,                0.95093,                 0.1824,                0.35993,                0.10259,                0.18124,                0.44808,              0.0014377,              0.0014377,              0.0014377
                    144,                0.11315,                0.48464,                0.10608,                0.10657,                 0.8904,                 0.9985,                      1,                  0.995,                 0.9917,                 0.9985,                      1,                  0.995,                 0.9365,                0.20216,                 0.3653,                 0.0971,                0.21478,                0.46932,              0.0014337,              0.0014337,              0.0014337
                    145,                0.12231,                0.50346,                0.10525,                0.10988,                0.90659,                0.99847,                      1,                  0.995,                0.99367,                0.99847,                      1,                  0.995,                0.96126,                0.16897,                 0.3619,                0.11093,                0.18227,                0.43682,              0.0014298,              0.0014298,              0.0014298
                    146,                0.11839,                 0.4805,                 0.1036,                0.10764,                0.89629,                0.99839,                      1,                  0.995,                0.99299,                0.99839,                      1,                  0.995,                0.95036,                 0.2054,                0.36094,                0.10432,                0.17884,                0.46452,              0.0014258,              0.0014258,              0.0014258
                    147,                0.13423,                0.52865,                0.10478,                 0.1197,                 0.9036,                0.99847,                      1,                  0.995,                  0.995,                0.99847,                      1,                  0.995,                0.94211,                0.24268,                0.38754,                0.10022,                0.22812,                0.51035,              0.0014218,              0.0014218,              0.0014218
                    148,                0.12631,                0.51106,                 0.1039,                0.11325,                0.89658,                0.99851,                      1,                  0.995,                0.99184,                0.99851,                      1,                  0.995,                0.94373,                0.17798,                 0.3659,                0.10129,                 0.2219,                0.46275,              0.0014179,              0.0014179,              0.0014179
                    149,                0.11652,                0.52613,                0.10099,                0.10733,                0.88094,                0.99849,                      1,                  0.995,                  0.995,                0.99849,                      1,                  0.995,                0.94264,                 0.1672,                 0.3771,                0.11049,                0.15952,                0.43653,              0.0014139,              0.0014139,              0.0014139
                    150,                0.12216,                0.52953,                 0.0989,                0.10978,                0.89678,                0.99852,                      1,                  0.995,                0.99352,                0.99852,                      1,                  0.995,                 0.9501,                0.19906,                 0.3669,                0.11361,                0.16797,                0.46878,                0.00141,                0.00141,                0.00141
                    151,                0.12221,                0.55552,                0.09776,                0.10855,                0.89385,                0.99853,                      1,                  0.995,                  0.995,                0.99853,                      1,                  0.995,                0.94281,                0.19079,                0.36123,                0.10839,                0.17297,                0.45265,               0.001406,               0.001406,               0.001406
                    152,                0.12119,                0.51147,                0.10372,                0.10934,                  0.882,                 0.9985,                      1,                  0.995,                  0.995,                 0.9985,                      1,                  0.995,                 0.9642,                0.16665,                0.31338,                0.10615,                0.18024,                0.41386,               0.001402,               0.001402,               0.001402
                    153,                0.11468,                0.44612,                0.10161,                0.10475,                0.89921,                0.99851,                      1,                  0.995,                0.99283,                0.99851,                      1,                  0.995,                0.96337,                0.19664,                0.30327,                0.10535,                0.18818,                0.46087,              0.0013981,              0.0013981,              0.0013981
                    154,                 0.1226,                0.46922,                0.09711,                0.10845,                0.88989,                0.99846,                      1,                  0.995,                  0.995,                0.99846,                      1,                  0.995,                0.96044,                0.20072,                0.31129,                0.10394,                0.16449,                0.45667,              0.0013941,              0.0013941,              0.0013941
                    155,                0.12416,                0.48274,                0.10242,                0.11199,                0.87929,                0.99849,                      1,                  0.995,                  0.995,                0.99849,                      1,                  0.995,                 0.9658,                0.18122,                0.29269,                0.10555,                0.16578,                0.44549,              0.0013902,              0.0013902,              0.0013902
                    156,                0.11875,                0.55252,                0.09943,                0.11194,                0.88971,                0.99849,                      1,                  0.995,                  0.995,                0.99849,                      1,                  0.995,                0.95695,                0.17147,                0.37027,                0.10537,                0.16932,                0.44532,              0.0013862,              0.0013862,              0.0013862
                    157,                0.11081,                0.44787,                0.09803,                0.10682,                0.88548,                0.99853,                      1,                  0.995,                  0.995,                0.99853,                      1,                  0.995,                0.95091,                0.17087,                0.33846,                0.11043,                0.17156,                0.44262,              0.0013822,              0.0013822,              0.0013822
                    158,                0.11507,                0.48372,                0.10024,                0.10756,                0.88835,                      1,                      1,                  0.995,                  0.995,                      1,                      1,                  0.995,                0.96218,                0.17697,                0.34796,                0.10136,                0.17871,                0.43827,              0.0013783,              0.0013783,              0.0013783
                    159,                0.11628,                0.54816,                 0.0993,                0.11004,                 0.8911,                      1,                      1,                  0.995,                0.99373,                      1,                      1,                  0.995,                 0.9421,                0.18386,                0.36311,                0.10103,                0.16526,                0.45158,              0.0013743,              0.0013743,              0.0013743
                    160,                0.12614,                0.61271,                0.10435,                0.11909,                0.89458,                      1,                      1,                  0.995,                0.99355,                      1,                      1,                  0.995,                0.95632,                0.17962,                0.33665,                0.10221,                0.19227,                0.45286,              0.0013704,              0.0013704,              0.0013704
                    161,                0.11238,                0.48036,                0.10235,                0.11042,                0.88186,                0.99852,                      1,                  0.995,                  0.995,                0.99852,                      1,                  0.995,                0.96554,                0.15528,                0.32502,                0.09497,                0.19124,                0.42424,              0.0013664,              0.0013664,              0.0013664
                    162,                0.10806,                0.45942,                0.09856,                0.10001,                0.88101,                0.99849,                      1,                  0.995,                0.99358,                0.99849,                      1,                  0.995,                0.95045,                0.16974,                0.37073,                0.09148,                 0.1929,                0.43397,              0.0013624,              0.0013624,              0.0013624
                    163,                0.11463,                0.46988,                0.09739,                0.10434,                0.89072,                0.99713,                      1,                  0.995,                  0.995,                0.99713,                      1,                  0.995,                0.97276,                0.15198,                0.31933,                0.08833,                0.17623,                0.41371,              0.0013585,              0.0013585,              0.0013585
                    164,                0.11881,                0.51212,                0.09763,                0.10807,                 0.8794,                 0.9985,                      1,                  0.995,                  0.995,                 0.9985,                      1,                  0.995,                0.95954,                0.17632,                0.37108,                0.09016,                0.16392,                0.44784,              0.0013545,              0.0013545,              0.0013545
                    165,                0.12175,                0.51356,                0.09503,                 0.1112,                0.89562,                 0.9985,                      1,                  0.995,                  0.995,                 0.9985,                      1,                  0.995,                0.94288,                0.17317,                0.36659,                0.08927,                 0.1708,                0.45154,              0.0013506,              0.0013506,              0.0013506
                    166,                0.12007,                0.47056,                0.09316,                  0.109,                 0.8903,                0.99851,                      1,                  0.995,                0.99323,                0.99851,                      1,                  0.995,                0.97389,                0.16941,                0.31265,                0.09462,                0.14804,                0.44444,              0.0013466,              0.0013466,              0.0013466
                    167,                0.11903,                0.48013,                0.09809,                0.10472,                0.88474,                 0.9985,                      1,                  0.995,                0.99329,                 0.9985,                      1,                  0.995,                 0.9713,                0.16208,                0.31926,                0.08882,                0.17768,                0.42604,              0.0013426,              0.0013426,              0.0013426
                    168,                0.11545,                0.50874,                0.09404,                0.10265,                0.88879,                0.99849,                      1,                  0.995,                  0.995,                0.99849,                      1,                  0.995,                0.96043,                0.16315,                 0.3438,                0.09056,                0.18293,                0.42361,              0.0013387,              0.0013387,              0.0013387
                    169,                0.11356,                0.50521,                0.09522,                0.10358,                0.88948,                0.99849,                      1,                  0.995,                  0.995,                0.99849,                      1,                  0.995,                0.97113,                0.15364,                0.30805,                0.09228,                0.17051,                0.41913,              0.0013347,              0.0013347,              0.0013347
                    170,                0.10977,                 0.4892,                0.08987,                0.10035,                 0.8879,                      1,                      1,                  0.995,                  0.995,                      1,                      1,                  0.995,                0.96815,                 0.1854,                0.35925,                0.08953,                0.19896,                 0.4506,              0.0013308,              0.0013308,              0.0013308
                    171,                 0.1123,                0.47421,                0.09122,                0.10122,                0.87938,                 0.9985,                      1,                  0.995,                  0.995,                 0.9985,                      1,                  0.995,                0.95619,                0.15673,                0.34143,                0.09208,                0.16223,                 0.4255,              0.0013268,              0.0013268,              0.0013268
                    172,                0.11016,                0.45588,                0.09287,                 0.1015,                0.88873,                0.99853,                      1,                  0.995,                  0.995,                0.99853,                      1,                  0.995,                0.93479,                0.16344,                0.40117,                0.10048,                0.17245,                  0.441,              0.0013228,              0.0013228,              0.0013228
                    173,                0.11319,                0.47019,                0.09459,                0.10045,                0.88443,                0.99851,                      1,                  0.995,                0.99356,                0.99851,                      1,                  0.995,                0.95624,                0.15966,                0.34143,                0.08237,                0.14824,                0.42515,              0.0013189,              0.0013189,              0.0013189
                    174,                0.11195,                0.45356,                0.09619,                0.10007,                0.88259,                0.99849,                      1,                  0.995,                  0.995,                0.99849,                      1,                  0.995,                0.96049,                0.18325,                0.30599,                 0.0845,                0.13355,                0.44869,              0.0013149,              0.0013149,              0.0013149
                    175,                 0.1204,                0.47737,                0.09156,                0.10724,                0.88945,                 0.9985,                      1,                  0.995,                0.99288,                 0.9985,                      1,                  0.995,                0.95467,                0.15999,                0.32259,                0.08421,                0.12467,                0.42028,               0.001311,               0.001311,               0.001311
                    176,                 0.1161,                0.45456,                0.09019,                0.10259,                0.88414,                0.99855,                      1,                  0.995,                0.99012,                0.99855,                      1,                  0.995,                0.96457,                0.18439,                 0.3121,                0.08829,                0.16446,                0.44282,               0.001307,               0.001307,               0.001307
                    177,                0.11419,                0.39569,                 0.0911,                0.10093,                0.88115,                0.99849,                      1,                  0.995,                  0.995,                0.99849,                      1,                  0.995,                0.97409,                0.16109,                0.28283,                0.09033,                0.14317,                0.42362,               0.001303,               0.001303,               0.001303
                    178,                0.11599,                 0.4237,                0.08988,                0.10353,                0.89795,                0.99821,                      1,                  0.995,                0.99274,                0.99821,                      1,                  0.995,                0.95678,                0.18256,                0.37102,                0.10081,                0.19195,                0.44599,              0.0012991,              0.0012991,              0.0012991
                    179,                0.11918,                0.48084,                0.09515,                0.10663,                0.90003,                0.99834,                      1,                  0.995,                0.99296,                0.99834,                      1,                  0.995,                0.95386,                0.14143,                0.30673,                0.08253,                 0.1462,                0.41078,              0.0012951,              0.0012951,              0.0012951
                    180,                0.11342,                0.47422,                0.09395,                 0.1016,                0.88695,                0.99848,                      1,                  0.995,                0.99343,                0.99848,                      1,                  0.995,                0.96935,                0.15297,                0.30491,                0.07633,                0.14193,                0.42132,              0.0012912,              0.0012912,              0.0012912
                    181,                0.11646,                0.48914,                0.08749,                0.09957,                0.89679,                0.99849,                      1,                  0.995,                 0.9929,                0.99849,                      1,                  0.995,                0.97199,                0.17179,                0.31238,                0.08723,                0.15545,                0.43732,              0.0012872,              0.0012872,              0.0012872
                    182,                0.11834,                0.45113,                0.09047,                 0.1016,                0.88718,                0.99849,                      1,                  0.995,                0.99224,                0.99849,                      1,                  0.995,                0.96255,                0.16845,                0.31053,                0.09383,                0.15681,                 0.4293,              0.0012832,              0.0012832,              0.0012832
                    183,                0.11171,                0.42458,                0.09245,                0.10083,                0.88585,                 0.9983,                      1,                  0.995,                  0.995,                 0.9983,                      1,                  0.995,                0.95949,                 0.1635,                0.30982,                0.08948,                0.16707,                0.42324,              0.0012793,              0.0012793,              0.0012793
                    184,                0.10743,                0.44723,                0.08947,                0.09929,                0.88853,                0.99842,                      1,                  0.995,                  0.995,                0.99842,                      1,                  0.995,                0.94524,                0.16744,                0.34384,                0.08771,                0.17147,                0.41939,              0.0012753,              0.0012753,              0.0012753
                    185,                0.11179,                0.50201,                0.08721,                0.10238,                0.89327,                0.99848,                      1,                  0.995,                  0.995,                0.99848,                      1,                  0.995,                0.95275,                 0.1736,                0.35635,                0.08023,                0.14467,                0.43151,              0.0012714,              0.0012714,              0.0012714
                    186,                0.10693,                 0.4308,                0.08931,                0.09544,                0.87928,                0.99848,                      1,                  0.995,                0.99352,                0.99848,                      1,                  0.995,                0.96525,                0.18588,                0.27738,                0.08204,                0.14119,                0.44694,              0.0012674,              0.0012674,              0.0012674
                    187,                0.11174,                0.40374,                0.08658,                0.09964,                0.88334,                0.99849,                      1,                  0.995,                  0.995,                0.99849,                      1,                  0.995,                0.97207,                0.15263,                0.28786,                0.08314,                0.13168,                0.41121,              0.0012634,              0.0012634,              0.0012634
                    188,                0.10985,                0.41748,                0.08376,                0.09898,                0.88696,                0.99851,                      1,                  0.995,                  0.995,                0.99851,                      1,                  0.995,                0.95698,                0.16486,                0.30579,                0.08548,                0.15717,                0.43133,              0.0012595,              0.0012595,              0.0012595
                    189,                0.11047,                0.44297,                0.08695,                0.09803,                0.88651,                0.99848,                      1,                  0.995,                0.99305,                0.99848,                      1,                  0.995,                0.97098,                0.17571,                0.28604,                0.08335,                0.13909,                0.43525,              0.0012555,              0.0012555,              0.0012555
                    190,                0.10432,                0.40824,                0.08714,                0.09366,                0.88735,                 0.9985,                      1,                  0.995,                  0.995,                 0.9985,                      1,                  0.995,                0.96645,                0.16364,                0.27592,                0.07994,                0.15547,                0.41829,              0.0012516,              0.0012516,              0.0012516
                    191,                0.11727,                0.44578,                 0.0901,                0.10308,                0.87518,                0.99849,                      1,                  0.995,                  0.995,                0.99849,                      1,                  0.995,                0.96184,                0.15246,                0.29491,                0.08333,                0.13931,                0.41239,              0.0012476,              0.0012476,              0.0012476
                    192,                0.11264,                0.39637,                 0.0887,                0.09977,                0.88408,                0.99851,                      1,                  0.995,                  0.995,                0.99851,                      1,                  0.995,                0.96182,                0.18398,                0.29291,                0.09337,                0.15474,                0.44786,              0.0012436,              0.0012436,              0.0012436
                    193,                0.10986,                0.47475,                0.08871,                0.10159,                0.88477,                      1,                0.99993,                  0.995,                0.99152,                      1,                0.99993,                  0.995,                0.91289,                0.23547,                0.59189,                0.10423,                0.19339,                0.50066,              0.0012397,              0.0012397,              0.0012397
                    194,                0.10514,                  0.447,                0.08884,                0.09872,                0.88646,                      1,                      1,                  0.995,                0.99346,                      1,                      1,                  0.995,                0.97516,                  0.149,                0.26839,                0.08031,                0.12281,                 0.4125,              0.0012357,              0.0012357,              0.0012357
                    195,                0.09898,                0.42222,                0.08424,                0.09059,                0.88811,                 0.9985,                      1,                  0.995,                0.99361,                 0.9985,                      1,                  0.995,                 0.9614,                0.15298,                0.32797,                0.08401,                0.14649,                0.40951,              0.0012318,              0.0012318,              0.0012318
                    196,                0.10596,                0.44112,                0.08559,                0.09658,                0.88273,                0.99851,                      1,                  0.995,                  0.995,                0.99851,                      1,                  0.995,                0.97669,                0.14952,                 0.2614,                0.08697,                0.14667,                0.40678,              0.0012278,              0.0012278,              0.0012278
                    197,                0.10569,                0.43076,                0.08696,                 0.0954,                0.88328,                0.99851,                      1,                  0.995,                  0.995,                0.99851,                      1,                  0.995,                0.97496,                0.13806,                0.27256,                0.08979,                0.15146,                0.39995,              0.0012238,              0.0012238,              0.0012238
                    198,                0.11032,                0.42621,                0.08663,                 0.0989,                0.88754,                0.99827,                      1,                  0.995,                 0.9927,                0.99827,                      1,                  0.995,                0.96048,                0.16536,                 0.3231,                0.08821,                0.15452,                 0.4224,              0.0012199,              0.0012199,              0.0012199
                    199,                0.11282,                0.45989,                0.08583,                0.09961,                 0.8934,                0.99849,                      1,                  0.995,                  0.995,                0.99849,                      1,                  0.995,                0.94996,                0.17902,                0.33306,                0.09096,                 0.1738,                0.43949,              0.0012159,              0.0012159,              0.0012159
                    200,                0.11642,                0.48039,                0.08848,                0.10371,                 0.8929,                0.99849,                      1,                  0.995,                0.99281,                0.99849,                      1,                  0.995,                0.97065,                0.19557,                 0.2682,                0.08336,                0.17848,                  0.465,               0.001212,               0.001212,               0.001212
                    201,                0.11056,                0.45329,                0.08849,                0.09866,                0.88388,                0.99832,                      1,                  0.995,                0.99334,                0.99832,                      1,                  0.995,                0.97216,                0.19383,                0.31045,                0.08879,                0.15343,                 0.4655,               0.001208,               0.001208,               0.001208
                    202,                 0.1072,                0.44819,                0.08785,                0.09901,                 0.8787,                0.99845,                      1,                  0.995,                0.99352,                0.99845,                      1,                  0.995,                0.96981,                0.16235,                0.28199,                0.08237,                 0.1434,                0.42922,               0.001204,               0.001204,               0.001204
                    203,                0.10363,                0.42391,                0.08437,                0.09561,                0.88029,                0.99851,                      1,                  0.995,                  0.995,                0.99851,                      1,                  0.995,                0.97434,                0.16317,                0.23987,                0.08359,                0.16739,                0.42434,              0.0012001,              0.0012001,              0.0012001
                    204,                0.10029,                0.38508,                0.08383,                0.09358,                0.87908,                0.99851,                      1,                  0.995,                  0.995,                0.99851,                      1,                  0.995,                0.97221,                  0.167,                0.27936,                0.08741,                0.16625,                0.42981,              0.0011961,              0.0011961,              0.0011961
