                  epoch,         train/box_loss,        train/pose_loss,        train/kobj_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(P),      metrics/recall(P),       metrics/mAP50(P),    metrics/mAP50-95(P),           val/box_loss,          val/pose_loss,          val/kobj_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    205,                0.10702,                0.40098,                0.08518,                0.09759,                0.88087,                      1,                      1,                  0.995,                  0.995,                      1,                      1,                  0.995,                0.95732,                0.17427,                0.34665,                0.09051,                0.18174,                0.45255,              0.0011922,              0.0011922,              0.0011922
                    206,                0.10572,                0.45249,                0.08729,                0.09621,                0.88529,                 0.9985,                      1,                  0.995,                  0.995,                 0.9985,                      1,                  0.995,                0.97334,                0.16874,                0.27968,                0.08209,                0.16628,                0.43239,              0.0011882,              0.0011882,              0.0011882
                    207,                0.10333,                0.41512,                0.08072,                0.09597,                0.88319,                      1,                      1,                  0.995,                0.99381,                      1,                      1,                  0.995,                0.96078,                0.16824,                0.27257,                0.08347,                0.13488,                0.42982,              0.0011842,              0.0011842,              0.0011842
                    208,                    0.1,                0.39394,                0.08139,                0.09307,                0.87962,                      1,                      1,                  0.995,                  0.995,                      1,                      1,                  0.995,                0.97875,                0.15229,                 0.2503,                0.07621,                 0.1589,                0.40417,              0.0011803,              0.0011803,              0.0011803
                    209,                0.11278,                 0.3667,                0.08799,                0.09735,                0.88231,                0.99851,                      1,                  0.995,                  0.995,                0.99851,                      1,                  0.995,                0.96704,                0.19644,                0.28497,                0.08981,                0.16661,                0.45649,              0.0011763,              0.0011763,              0.0011763
                    210,                0.11735,                0.39898,                0.08692,                 0.1076,                0.90233,                      1,                      1,                  0.995,                0.99364,                      1,                      1,                  0.995,                0.98632,                0.20261,                0.24028,                0.08259,                0.18264,                0.48339,              0.0011724,              0.0011724,              0.0011724
                    211,                0.11867,                0.44128,                0.08677,                0.11007,                0.88407,                0.99522,                      1,                  0.995,                  0.995,                0.99522,                      1,                  0.995,                0.97966,                0.20402,                0.29699,                 0.0796,                0.23533,                0.47391,              0.0011684,              0.0011684,              0.0011684
                    212,                0.10854,                0.44373,                0.08885,                0.10605,                0.87907,                0.99844,                      1,                  0.995,                  0.995,                0.99844,                      1,                  0.995,                0.97083,                0.18246,                0.27776,                0.08075,                 0.1657,                0.45517,              0.0011644,              0.0011644,              0.0011644
                    213,                0.10961,                0.41894,                0.08268,                0.09954,                 0.8738,                0.99855,                      1,                  0.995,                  0.995,                0.99855,                      1,                  0.995,                0.96804,                0.18129,                0.30175,                0.07358,                0.17436,                0.45154,              0.0011605,              0.0011605,              0.0011605
                    214,                0.11077,                 0.4458,                0.08427,                0.09945,                0.87929,                 0.9985,                      1,                  0.995,                  0.995,                 0.9985,                      1,                  0.995,                0.96832,                0.17415,                0.31076,                 0.0821,                0.15545,                0.42824,              0.0011565,              0.0011565,              0.0011565
                    215,                0.10795,                0.44496,                0.08381,                0.09609,                0.89008,                      1,                      1,                  0.995,                  0.995,                      1,                      1,                  0.995,                0.97686,                0.16419,                0.27944,                0.08026,                0.15012,                0.41837,              0.0011526,              0.0011526,              0.0011526
                    216,                0.09845,                0.38798,                 0.0791,                0.09395,                0.88532,                      1,                      1,                  0.995,                  0.995,                      1,                      1,                  0.995,                0.97604,                0.16799,                0.28433,                0.07953,                  0.165,                0.41993,              0.0011486,              0.0011486,              0.0011486
                    217,                0.09777,                0.41138,                0.07917,                0.09309,                0.88675,                      1,                      1,                  0.995,                0.99328,                      1,                      1,                  0.995,                0.97029,                0.16314,                0.25507,                0.07812,                 0.1721,                0.41389,              0.0011446,              0.0011446,              0.0011446
                    218,                0.10287,                0.40483,                0.08054,                0.09225,                0.89082,                      1,                      1,                  0.995,                  0.995,                      1,                      1,                  0.995,                0.97763,                0.16505,                0.25978,                0.08333,                0.15518,                0.41531,              0.0011407,              0.0011407,              0.0011407
                    219,                0.10808,                 0.3626,                0.08348,                0.09788,                0.88354,                0.99851,                      1,                  0.995,                  0.995,                0.99851,                      1,                  0.995,                0.96991,                0.16998,                0.24437,                0.07707,                0.15158,                0.42158,              0.0011367,              0.0011367,              0.0011367
                    220,                0.11457,                0.39304,                0.07901,                0.10128,                0.87908,                      1,                      1,                  0.995,                0.99355,                      1,                      1,                  0.995,                0.97203,                0.16094,                0.24378,                0.07617,                0.15718,                0.41264,              0.0011328,              0.0011328,              0.0011328
                    221,                0.10848,                0.39775,                0.07705,                0.09801,                0.88838,                      1,                      1,                  0.995,                  0.995,                      1,                      1,                  0.995,                0.97066,                0.17479,                0.27213,                0.07476,                0.14873,                0.42632,              0.0011288,              0.0011288,              0.0011288
                    222,                0.11147,                0.35926,                0.07702,                0.10354,                0.89025,                0.99851,                      1,                  0.995,                0.99385,                0.99851,                      1,                  0.995,                0.96926,                0.16502,                0.27074,                0.07968,                0.17784,                0.41775,              0.0011248,              0.0011248,              0.0011248
                    223,                0.10961,                0.35563,                0.08146,                0.10252,                0.88359,                0.99846,                      1,                  0.995,                  0.995,                0.99846,                      1,                  0.995,                 0.9681,                0.14599,                0.27214,                0.08301,                0.16131,                0.40228,              0.0011209,              0.0011209,              0.0011209
                    224,                0.10842,                0.36103,                0.08167,                0.10238,                0.88598,                      1,                      1,                  0.995,                  0.995,                      1,                      1,                  0.995,                0.96987,                0.15966,                0.27284,                0.07421,                0.16889,                0.41853,              0.0011169,              0.0011169,              0.0011169
                    225,                0.11307,                 0.3875,                0.07838,                0.10527,                0.88707,                0.99854,                      1,                  0.995,                  0.995,                0.99854,                      1,                  0.995,                0.96138,                0.17703,                0.33859,                0.07679,                 0.1879,                0.43184,               0.001113,               0.001113,               0.001113
                    226,                0.11433,                0.40482,                0.08051,                0.10471,                0.89257,                      1,                      1,                  0.995,                  0.995,                      1,                      1,                  0.995,                0.97856,                0.17865,                 0.2604,                0.07704,                0.18148,                 0.4387,               0.001109,               0.001109,               0.001109
                    227,                 0.1146,                 0.4036,                0.08069,                0.10356,                0.87917,                0.99851,                      1,                  0.995,                  0.995,                0.99851,                      1,                  0.995,                 0.9771,                0.15961,                0.25723,                0.07674,                 0.1634,                0.42021,               0.001105,               0.001105,               0.001105
                    228,                0.11204,                0.42179,                0.08044,                0.10628,                0.88677,                0.99848,                      1,                  0.995,                0.99189,                0.99848,                      1,                  0.995,                0.97544,                0.17812,                0.25334,                0.07473,                0.19734,                0.42736,              0.0011011,              0.0011011,              0.0011011
                    229,                0.10575,                0.36348,                0.08019,                0.10352,                 0.8876,                      1,                      1,                  0.995,                0.98513,                      1,                      1,                  0.995,                0.96632,                0.17835,                0.25577,                0.07505,                0.16943,                0.42999,              0.0010971,              0.0010971,              0.0010971
                    230,                0.10945,                0.37677,                0.07929,                0.09604,                0.88927,                      1,                      1,                  0.995,                  0.995,                      1,                      1,                  0.995,                0.97515,                0.16963,                0.25087,                0.07946,                0.16523,                0.42404,              0.0010932,              0.0010932,              0.0010932
                    231,                0.10251,                0.38132,                0.07832,                0.09444,                0.88082,                      1,                      1,                  0.995,                0.99258,                      1,                      1,                  0.995,                0.98353,                0.15779,                0.24934,                0.07295,                0.15917,                0.41458,              0.0010892,              0.0010892,              0.0010892
                    232,                0.10217,                0.35598,                0.07775,                0.09294,                0.88702,                0.99852,                      1,                  0.995,                  0.995,                0.99852,                      1,                  0.995,                0.98172,                0.16944,                0.25904,                 0.0738,                0.16048,                 0.4276,              0.0010852,              0.0010852,              0.0010852
                    233,                0.10137,                0.36618,                0.07935,                0.09185,                0.88427,                0.99852,                      1,                  0.995,                  0.995,                0.99852,                      1,                  0.995,                0.97928,                0.18033,                0.26906,                0.07726,                0.17165,                0.44128,              0.0010813,              0.0010813,              0.0010813
                    234,                0.10499,                0.36113,                0.07769,                0.09508,                 0.8722,                      1,                      1,                  0.995,                  0.995,                      1,                      1,                  0.995,                0.96917,                0.16512,                0.27681,                0.07686,                0.16472,                0.41978,              0.0010773,              0.0010773,              0.0010773
                    235,                0.10675,                0.34775,                0.07699,                0.09522,                0.87699,                      1,                      1,                  0.995,                  0.995,                      1,                      1,                  0.995,                0.97107,                0.16022,                0.25268,                 0.0768,                0.14964,                0.42157,              0.0010734,              0.0010734,              0.0010734
                    236,                0.11006,                0.31754,                0.07584,                0.09998,                0.88623,                      1,                      1,                  0.995,                  0.995,                      1,                      1,                  0.995,                0.98029,                0.15684,                0.24192,                0.07275,                0.16245,                0.42104,              0.0010694,              0.0010694,              0.0010694
                    237,                0.10943,                0.33905,                0.07943,                0.10559,                0.88088,                      1,                      1,                  0.995,                  0.995,                      1,                      1,                  0.995,                0.98345,                0.15083,                0.25111,                0.07537,                0.19792,                 0.4098,              0.0010654,              0.0010654,              0.0010654
                    238,                0.10176,                0.34797,                0.07522,                0.09903,                0.88691,                0.99852,                      1,                  0.995,                  0.995,                0.99852,                      1,                  0.995,                0.98121,                0.15594,                 0.2478,                0.07263,                0.17199,                0.41764,              0.0010615,              0.0010615,              0.0010615
                    239,                0.10183,                0.36345,                0.07499,                0.09584,                0.87221,                      1,                      1,                  0.995,                  0.995,                      1,                      1,                  0.995,                0.97185,                0.17934,                0.28796,                0.07586,                0.17814,                0.44128,              0.0010575,              0.0010575,              0.0010575
                    240,                0.09858,                0.34074,                0.07489,                0.09128,                0.88003,                      1,                      1,                  0.995,                  0.995,                      1,                      1,                  0.995,                 0.9802,                 0.1549,                0.26496,                0.06955,                0.15032,                0.41781,              0.0010536,              0.0010536,              0.0010536
                    241,                0.10082,                0.33289,                0.07247,                0.09114,                0.87959,                0.99848,                      1,                  0.995,                  0.995,                0.99848,                      1,                  0.995,                0.97122,                0.16184,                 0.2552,                0.07144,                0.14968,                0.42963,              0.0010496,              0.0010496,              0.0010496
                    242,                0.09922,                0.37464,                0.07118,                0.09134,                0.87916,                0.99853,                      1,                  0.995,                  0.995,                0.99853,                      1,                  0.995,                 0.9807,                0.16012,                0.25113,                0.06839,                0.15181,                0.43077,              0.0010456,              0.0010456,              0.0010456
                    243,                 0.1011,                0.35779,                0.07651,                0.09029,                0.88083,                0.99852,                      1,                  0.995,                  0.995,                0.99852,                      1,                  0.995,                0.98026,                0.17339,                0.23623,                 0.0678,                0.16713,                0.44882,              0.0010417,              0.0010417,              0.0010417
                    244,                0.10266,                0.33491,                0.07629,                0.09352,                0.88332,                0.99853,                      1,                  0.995,                  0.995,                0.99853,                      1,                  0.995,                0.98285,                0.15668,                 0.2326,                0.06782,                0.15984,                0.42461,              0.0010377,              0.0010377,              0.0010377
                    245,                0.09948,                0.32688,                0.07381,                0.09128,                0.88721,                0.99849,                      1,                  0.995,                  0.995,                0.99849,                      1,                  0.995,                0.98542,                0.14783,                 0.2231,                0.06888,                0.13771,                0.41031,              0.0010338,              0.0010338,              0.0010338
                    246,                0.10356,                0.32251,                0.07172,                0.09187,                0.87862,                 0.9985,                      1,                  0.995,                  0.995,                 0.9985,                      1,                  0.995,                0.98356,                0.15999,                0.23101,                 0.0706,                0.15791,                0.41972,              0.0010298,              0.0010298,              0.0010298
                    247,                0.10054,                0.35771,                0.07564,                0.09487,                0.87376,                      1,                      1,                  0.995,                  0.995,                      1,                      1,                  0.995,                0.98413,                0.14401,                  0.246,                0.07151,                0.15943,                0.40724,              0.0010258,              0.0010258,              0.0010258
                    248,                0.09805,                0.35995,                0.07318,                0.09331,                0.87684,                0.99851,                      1,                  0.995,                  0.995,                0.99851,                      1,                  0.995,                0.98065,                0.15568,                0.22203,                0.06637,                0.13424,                0.41343,              0.0010219,              0.0010219,              0.0010219
                    249,                0.09104,                0.31958,                0.06967,                0.08717,                0.88413,                0.99852,                      1,                  0.995,                  0.995,                0.99852,                      1,                  0.995,                0.98521,                0.14815,                0.21959,                0.06701,                0.13604,                0.40624,              0.0010179,              0.0010179,              0.0010179
                    250,                0.09256,                0.33016,                 0.0732,                 0.0868,                0.87552,                0.99853,                      1,                  0.995,                  0.995,                0.99853,                      1,                  0.995,                0.98318,                0.15286,                0.22694,                0.06536,                0.14612,                0.40688,               0.001014,               0.001014,               0.001014
                    251,                0.09658,                0.32115,                0.06973,                0.08915,                0.88072,                0.99853,                      1,                  0.995,                  0.995,                0.99853,                      1,                  0.995,                0.98472,                0.17072,                0.24589,                0.06864,                0.16941,                0.42666,                0.00101,                0.00101,                0.00101
                    252,                0.09833,                0.32959,                0.07137,                0.09093,                0.88397,                0.99849,                      1,                  0.995,                  0.995,                0.99849,                      1,                  0.995,                0.98236,                0.15726,                0.22398,                0.06925,                0.17149,                0.41052,               0.001006,               0.001006,               0.001006
                    253,                  0.101,                0.33232,                0.07516,                0.09171,                  0.882,                0.99851,                      1,                  0.995,                  0.995,                0.99851,                      1,                  0.995,                 0.9836,                0.14163,                0.21731,                0.07086,                0.13962,                0.39584,              0.0010021,              0.0010021,              0.0010021
                    254,                 0.0965,                0.37113,                0.07333,                0.08974,                0.88873,                0.99853,                      1,                  0.995,                  0.995,                0.99853,                      1,                  0.995,                0.98411,                0.13439,                0.23667,                0.07182,                0.14845,                0.38326,             0.00099812,             0.00099812,             0.00099812
                    255,                 0.0985,                0.36094,                0.07453,                0.09111,                0.87585,                0.99853,                      1,                  0.995,                  0.995,                0.99853,                      1,                  0.995,                0.98431,                0.14369,                0.21514,                0.07062,                 0.1489,                 0.3914,             0.00099416,             0.00099416,             0.00099416
                    256,                 0.0936,                0.31018,                0.07416,                0.09043,                 0.8789,                 0.9985,                      1,                  0.995,                  0.995,                 0.9985,                      1,                  0.995,                0.97719,                0.14036,                0.20326,                0.07078,                0.13759,                0.39647,              0.0009902,              0.0009902,              0.0009902
                    257,                0.09647,                 0.2921,                0.07207,                 0.0946,                0.87016,                 0.9985,                      1,                  0.995,                  0.995,                 0.9985,                      1,                  0.995,                0.98353,                0.14749,                0.21485,                0.06856,                0.13874,                0.40412,             0.00098624,             0.00098624,             0.00098624
                    258,                 0.1012,                0.32039,                0.07315,                0.09515,                0.88117,                0.99852,                      1,                  0.995,                  0.995,                0.99852,                      1,                  0.995,                0.98421,                0.15548,                0.23782,                0.06508,                0.14445,                0.42166,             0.00098228,             0.00098228,             0.00098228
                    259,                0.09962,                 0.3199,                0.07163,                0.09246,                0.87301,                 0.9985,                      1,                  0.995,                  0.995,                 0.9985,                      1,                  0.995,                0.98265,                0.14239,                0.22098,                0.06684,                0.13489,                0.40708,             0.00097832,             0.00097832,             0.00097832
                    260,                0.09821,                0.30873,                0.07419,                0.09004,                0.87253,                 0.9985,                      1,                  0.995,                  0.995,                 0.9985,                      1,                  0.995,                0.98386,                0.14317,                 0.2118,                0.06715,                0.14418,                0.40603,             0.00097436,             0.00097436,             0.00097436
                    261,                0.09261,                0.33557,                0.07118,                0.08809,                0.87394,                0.99851,                      1,                  0.995,                  0.995,                0.99851,                      1,                  0.995,                0.98694,                0.15093,                0.19791,                0.07064,                0.18004,                0.40515,              0.0009704,              0.0009704,              0.0009704
                    262,                0.09432,                0.33661,                0.07023,                0.08695,                0.88147,                      1,                      1,                  0.995,                  0.995,                      1,                      1,                  0.995,                0.98699,                0.14368,                0.21341,                0.06485,                0.16836,                0.40198,             0.00096644,             0.00096644,             0.00096644
                    263,                0.09015,                0.33436,                0.07298,                0.08613,                0.88562,                0.99853,                      1,                  0.995,                  0.995,                0.99853,                      1,                  0.995,                0.97709,                0.14863,                0.23302,                0.06507,                 0.1582,                0.40749,             0.00096248,             0.00096248,             0.00096248
                    264,                0.08711,                0.30833,                0.06908,                 0.0822,                 0.8693,                0.99851,                      1,                  0.995,                  0.995,                0.99851,                      1,                  0.995,                0.98367,                0.16063,                0.23235,                0.06542,                0.17359,                0.42057,             0.00095852,             0.00095852,             0.00095852
                    265,                0.09159,                0.28961,                0.07133,                0.08436,                0.86232,                0.99853,                      1,                  0.995,                0.99255,                0.99853,                      1,                  0.995,                0.98409,                0.16482,                0.21474,                0.06482,                0.15185,                0.42054,             0.00095456,             0.00095456,             0.00095456
                    266,                0.09487,                0.29065,                0.06923,                0.08712,                0.87034,                      1,                      1,                  0.995,                  0.995,                      1,                      1,                  0.995,                0.98153,                0.14594,                0.21509,                0.06552,                0.14422,                0.40166,              0.0009506,              0.0009506,              0.0009506
                    267,                0.09802,                0.28404,                0.06813,                0.09029,                0.87875,                      1,                      1,                  0.995,                  0.995,                      1,                      1,                  0.995,                0.98017,                 0.1569,                0.21811,                0.06639,                0.15356,                0.41117,             0.00094664,             0.00094664,             0.00094664
                    268,                0.09756,                0.32671,                0.06918,                0.09228,                0.87614,                      1,                      1,                  0.995,                  0.995,                      1,                      1,                  0.995,                0.97834,                0.16347,                0.22862,                0.06746,                0.15928,                0.42265,             0.00094268,             0.00094268,             0.00094268
                    269,                0.09429,                0.33991,                0.07096,                0.08924,                0.87963,                0.99851,                      1,                  0.995,                  0.995,                0.99851,                      1,                  0.995,                 0.9717,                0.13505,                0.24004,                0.06647,                0.13244,                0.39032,             0.00093872,             0.00093872,             0.00093872
                    270,                0.09077,                0.29876,                0.06978,                0.08848,                 0.8806,                 0.9985,                      1,                  0.995,                  0.995,                 0.9985,                      1,                  0.995,                 0.9796,                0.14242,                0.20142,                0.06258,                0.13314,                0.40347,             0.00093476,             0.00093476,             0.00093476
                    271,                0.09235,                0.29858,                0.06871,                0.08882,                0.87736,                0.99852,                      1,                  0.995,                0.99312,                0.99852,                      1,                  0.995,                0.98512,                 0.1474,                 0.1949,                0.07072,                0.14179,                0.40692,              0.0009308,              0.0009308,              0.0009308
                    272,                0.09345,                 0.2954,                0.06489,                0.09004,                 0.8755,                 0.9985,                      1,                  0.995,                  0.995,                 0.9985,                      1,                  0.995,                0.98362,                0.14604,                0.20813,                0.07133,                 0.1663,                0.40987,             0.00092684,             0.00092684,             0.00092684
                    273,                0.09575,                0.29683,                0.06832,                0.09291,                 0.8778,                0.99851,                      1,                  0.995,                0.99344,                0.99851,                      1,                  0.995,                0.98167,                0.16088,                0.20942,                0.06746,                0.14241,                0.42093,             0.00092288,             0.00092288,             0.00092288
                    274,                0.09586,                0.32042,                0.06802,                0.09029,                0.88196,                0.99852,                      1,                  0.995,                0.99317,                0.99852,                      1,                  0.995,                0.98331,                0.15648,                 0.1984,                0.06381,                0.14583,                0.42302,             0.00091892,             0.00091892,             0.00091892
                    275,                0.09004,                0.29308,                0.06671,                0.08571,                0.87763,                0.99851,                      1,                  0.995,                  0.995,                0.99851,                      1,                  0.995,                0.98461,                0.15222,                0.20111,                0.06287,                0.12818,                0.41541,             0.00091496,             0.00091496,             0.00091496
                    276,                0.09522,                0.31926,                0.06943,                0.09177,                0.87189,                      1,                      1,                  0.995,                  0.995,                      1,                      1,                  0.995,                0.97962,                0.15172,                0.23116,                0.06449,                0.13529,                0.40572,               0.000911,               0.000911,               0.000911
                    277,                 0.0953,                0.30758,                0.06933,                 0.0902,                0.87371,                0.99851,                      1,                  0.995,                  0.995,                0.99851,                      1,                  0.995,                0.97411,                0.13761,                0.21789,                0.06757,                  0.137,                0.40183,             0.00090704,             0.00090704,             0.00090704
                    278,                0.08949,                0.30363,                0.06521,                0.08824,                0.88022,                0.99851,                      1,                  0.995,                  0.995,                0.99851,                      1,                  0.995,                0.97203,                0.13758,                0.20055,                0.06638,                0.13166,                0.40634,             0.00090308,             0.00090308,             0.00090308
                    279,                0.08893,                 0.3135,                0.06819,                0.08657,                 0.8748,                      1,                      1,                  0.995,                  0.995,                      1,                      1,                  0.995,                0.98405,                0.13655,                0.20326,                  0.061,                 0.1296,                0.39891,             0.00089912,             0.00089912,             0.00089912
                    280,                0.08937,                0.27418,                0.06421,                  0.088,                0.87719,                      1,                      1,                  0.995,                  0.995,                      1,                      1,                  0.995,                0.97811,                 0.1411,                0.20633,                0.06109,                0.13818,                0.39733,             0.00089516,             0.00089516,             0.00089516
                    281,                0.09374,                0.27225,                0.06758,                0.08936,                0.88675,                0.99848,                      1,                  0.995,                  0.995,                0.99848,                      1,                  0.995,                 0.9865,                0.15893,                0.20489,                0.06165,                0.15966,                 0.4099,              0.0008912,              0.0008912,              0.0008912
                    282,                0.09881,                 0.2748,                0.06767,                0.09307,                0.87988,                 0.9985,                      1,                  0.995,                  0.995,                 0.9985,                      1,                  0.995,                0.98149,                0.14282,                0.20711,                0.06128,                0.12001,                0.40567,             0.00088724,             0.00088724,             0.00088724
                    283,                0.09051,                 0.2752,                0.06429,                0.08743,                0.88752,                0.99851,                      1,                  0.995,                0.99358,                0.99851,                      1,                  0.995,                0.98299,                0.13394,                0.19032,                0.06417,                0.12371,                0.39569,             0.00088328,             0.00088328,             0.00088328
                    284,                0.08819,                0.28188,                0.06452,                0.08356,                0.87633,                0.99852,                      1,                  0.995,                  0.995,                0.99852,                      1,                  0.995,                 0.9826,                0.13208,                 0.1883,                0.07011,                0.12215,                0.39176,             0.00087932,             0.00087932,             0.00087932
                    285,                0.08972,                0.26858,                0.06426,                0.08336,                0.87691,                0.99849,                      1,                  0.995,                0.99352,                0.99849,                      1,                  0.995,                0.98782,                0.13664,                 0.1771,                0.06034,                0.12386,                0.40239,             0.00087536,             0.00087536,             0.00087536
                    286,                0.09205,                0.29665,                0.06966,                0.08344,                0.87765,                      1,                      1,                  0.995,                  0.995,                      1,                      1,                  0.995,                0.98757,                0.13868,                0.18462,                0.06589,                0.13704,                0.39946,              0.0008714,              0.0008714,              0.0008714
                    287,                 0.0853,                0.27242,                0.06566,                0.08042,                0.86342,                      1,                      1,                  0.995,                  0.995,                      1,                      1,                  0.995,                0.98794,                0.12854,                0.17855,                0.06142,                0.13066,                0.39324,             0.00086744,             0.00086744,             0.00086744
                    288,                 0.0832,                0.25354,                0.06805,                0.07946,                 0.8759,                0.99852,                      1,                  0.995,                  0.995,                0.99852,                      1,                  0.995,                0.98639,                0.12493,                0.17446,                0.06749,                0.12046,                0.38883,             0.00086348,             0.00086348,             0.00086348
                    289,                0.08715,                0.26638,                0.06586,                0.08249,                0.86814,                      1,                      1,                  0.995,                  0.995,                      1,                      1,                  0.995,                0.98377,                 0.1247,                0.16692,                0.06784,                0.11732,                0.38673,             0.00085952,             0.00085952,             0.00085952
                    290,                0.08567,                0.24315,                0.07152,                0.08051,                0.86063,                      1,                      1,                  0.995,                  0.995,                      1,                      1,                  0.995,                0.98714,                0.11764,                0.18263,                0.06554,                0.12283,                0.37567,             0.00085556,             0.00085556,             0.00085556
                    291,                0.08554,                0.25865,                0.06641,                0.08206,                0.86825,                      1,                      1,                  0.995,                  0.995,                      1,                      1,                  0.995,                0.98861,                0.12155,                 0.1721,                0.06284,                0.12372,                0.37594,              0.0008516,              0.0008516,              0.0008516
                    292,                0.08468,                0.27689,                0.06363,                0.07951,                0.86776,                0.99851,                      1,                  0.995,                  0.995,                0.99851,                      1,                  0.995,                0.98975,                0.12374,                 0.1679,                0.06362,                0.14259,                0.38205,             0.00084764,             0.00084764,             0.00084764
                    293,                0.08891,                0.29108,                0.06529,                0.08224,                0.87092,                      1,                      1,                  0.995,                  0.995,                      1,                      1,                  0.995,                0.98914,                0.14358,                0.19179,                0.06079,                0.18583,                0.39843,             0.00084368,             0.00084368,             0.00084368
                    294,                  0.085,                0.25599,                0.06349,                0.07689,                0.87003,                      1,                      1,                  0.995,                  0.995,                      1,                      1,                  0.995,                0.98256,                0.15502,                0.19005,                0.06358,                0.16703,                0.40969,             0.00083972,             0.00083972,             0.00083972
                    295,                0.08633,                 0.2864,                0.06375,                0.08032,                0.86746,                0.99852,                      1,                  0.995,                  0.995,                0.99852,                      1,                  0.995,                0.98582,                0.16723,                0.18463,                0.06561,                0.17486,                0.41552,             0.00083576,             0.00083576,             0.00083576
                    296,                0.08158,                   0.29,                0.06324,                0.07552,                0.87928,                0.99852,                      1,                  0.995,                  0.995,                0.99852,                      1,                  0.995,                0.98905,                0.17433,                0.19032,                0.06322,                0.20996,                0.42317,              0.0008318,              0.0008318,              0.0008318
                    297,                0.08218,                0.24412,                0.06258,                0.07806,                 0.8645,                0.99852,                      1,                  0.995,                  0.995,                0.99852,                      1,                  0.995,                 0.9883,                0.14304,                0.17547,                0.06245,                0.15888,                0.39539,             0.00082784,             0.00082784,             0.00082784
                    298,                0.08439,                 0.2371,                0.06528,                0.07834,                0.87754,                      1,                      1,                  0.995,                  0.995,                      1,                      1,                  0.995,                0.98291,                0.13837,                0.18255,                0.06309,                0.14341,                0.38493,             0.00082388,             0.00082388,             0.00082388
                    299,                 0.0888,                0.26405,                0.06414,                 0.0844,                0.87402,                      1,                      1,                  0.995,                  0.995,                      1,                      1,                  0.995,                0.98542,                 0.1477,                0.17663,                 0.0654,                0.15452,                0.39719,             0.00081992,             0.00081992,             0.00081992
                    300,                 0.0834,                 0.2538,                0.06469,                 0.0815,                0.87455,                      1,                      1,                  0.995,                0.99364,                      1,                      1,                  0.995,                0.98173,                0.15874,                 0.1828,                0.06559,                0.14815,                0.42127,             0.00081596,             0.00081596,             0.00081596
                    301,                0.08883,                0.26306,                0.06286,                0.08526,                0.87166,                0.99851,                      1,                  0.995,                  0.995,                0.99851,                      1,                  0.995,                0.98676,                 0.1528,                0.16923,                0.06147,                0.13896,                0.41927,               0.000812,               0.000812,               0.000812
                    302,                0.08877,                0.29561,                0.06573,                0.08583,                0.87706,                 0.9985,                      1,                  0.995,                  0.995,                 0.9985,                      1,                  0.995,                0.98722,                0.13576,                0.17892,                0.06453,                0.18885,                0.39716,             0.00080804,             0.00080804,             0.00080804
                    303,                0.08783,                0.29204,                0.06341,                0.08407,                0.87073,                0.99851,                      1,                  0.995,                  0.995,                0.99851,                      1,                  0.995,                0.98562,                0.12356,                 0.1855,                0.06633,                0.14252,                0.38411,             0.00080408,             0.00080408,             0.00080408
                    304,                0.09003,                0.26178,                0.06401,                 0.0863,                0.86574,                0.99849,                      1,                  0.995,                  0.995,                0.99849,                      1,                  0.995,                0.98383,                0.12784,                0.19208,                0.06749,                0.15353,                0.38784,             0.00080012,             0.00080012,             0.00080012
                    305,                 0.0935,                0.27467,                0.06672,                0.08893,                0.87799,                      1,                      1,                  0.995,                  0.995,                      1,                      1,                  0.995,                0.98367,                0.14004,                0.21643,                0.07137,                0.19504,                0.40325,             0.00079616,             0.00079616,             0.00079616
                    306,                0.08532,                0.25322,                0.06277,                0.08367,                0.87257,                      1,                      1,                  0.995,                  0.995,                      1,                      1,                  0.995,                0.98615,                0.12341,                0.19657,                0.06715,                0.17809,                0.38263,              0.0007922,              0.0007922,              0.0007922
                    307,                0.09001,                0.26749,                0.06501,                0.08755,                0.86711,                0.99852,                      1,                  0.995,                  0.995,                0.99852,                      1,                  0.995,                0.98655,                0.13553,                0.18992,                0.06936,                0.13406,                0.39624,             0.00078824,             0.00078824,             0.00078824
                    308,                0.09528,                0.25645,                0.06944,                0.08972,                0.86745,                      1,                      1,                  0.995,                  0.995,                      1,                      1,                  0.995,                0.98419,                0.13094,                0.18392,                0.06994,                0.13329,                0.39076,             0.00078428,             0.00078428,             0.00078428
                    309,                0.09366,                0.26444,                 0.0664,                0.08818,                0.87004,                      1,                      1,                  0.995,                  0.995,                      1,                      1,                  0.995,                0.98356,                0.13409,                0.17661,                0.06828,                0.13416,                0.39342,             0.00078032,             0.00078032,             0.00078032
                    310,                0.08909,                0.26842,                0.06514,                0.08521,                0.86621,                 0.9985,                      1,                  0.995,                  0.995,                 0.9985,                      1,                  0.995,                0.98629,                0.14823,                0.17902,                0.06382,                0.14852,                0.40633,             0.00077636,             0.00077636,             0.00077636
                    311,                0.08681,                0.26923,                0.06144,                0.08053,                0.87873,                      1,                      1,                  0.995,                0.99346,                      1,                      1,                  0.995,                0.98682,                 0.1598,                0.16814,                0.05763,                0.13681,                0.42122,              0.0007724,              0.0007724,              0.0007724
